seqname	sample	bp	cov	del	ins	indel	delRatio	insRatio	indelRatio	ReadNoDel	NoDelRatio
delreporter_original_BFP_PCR_pr870_pr875	BFP	24	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	25	1177	1	0	1	0.0008496177	0	0.0008496177	1176	0.9991503823
delreporter_original_BFP_PCR_pr870_pr875	BFP	26	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	27	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	28	1177	67	9	76	0.056924384	0.007646559	0.0645709431	1110	0.943075616
delreporter_original_BFP_PCR_pr870_pr875	BFP	29	1177	0	1	1	0	0.0008496177	0.0008496177	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	30	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	31	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	32	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	33	1177	1	1	2	0.0008496177	0.0008496177	0.0016992353	1176	0.9991503823
delreporter_original_BFP_PCR_pr870_pr875	BFP	34	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	35	1177	0	1	1	0	0.0008496177	0.0008496177	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	36	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	37	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	38	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	39	1177	0	1	1	0	0.0008496177	0.0008496177	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	40	1177	1	0	1	0.0008496177	0	0.0008496177	1176	0.9991503823
delreporter_original_BFP_PCR_pr870_pr875	BFP	41	1177	0	2	2	0	0.0016992353	0.0016992353	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	42	1177	2	2	4	0.0016992353	0.0016992353	0.0033984707	1175	0.9983007647
delreporter_original_BFP_PCR_pr870_pr875	BFP	43	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	44	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	45	1177	2	5	7	0.0016992353	0.0042480884	0.0059473237	1175	0.9983007647
delreporter_original_BFP_PCR_pr870_pr875	BFP	46	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	47	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	48	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	49	1177	1	5	6	0.0008496177	0.0042480884	0.005097706	1176	0.9991503823
delreporter_original_BFP_PCR_pr870_pr875	BFP	50	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	51	1177	0	1	1	0	0.0008496177	0.0008496177	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	52	1177	0	2	2	0	0.0016992353	0.0016992353	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	53	1177	0	1	1	0	0.0008496177	0.0008496177	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	54	1177	0	1	1	0	0.0008496177	0.0008496177	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	55	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	56	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	57	1177	1	1	2	0.0008496177	0.0008496177	0.0016992353	1176	0.9991503823
delreporter_original_BFP_PCR_pr870_pr875	BFP	58	1177	0	1	1	0	0.0008496177	0.0008496177	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	59	1177	1	0	1	0.0008496177	0	0.0008496177	1176	0.9991503823
delreporter_original_BFP_PCR_pr870_pr875	BFP	60	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	61	1177	0	1	1	0	0.0008496177	0.0008496177	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	62	1177	0	2	2	0	0.0016992353	0.0016992353	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	63	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	64	1177	0	1	1	0	0.0008496177	0.0008496177	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	65	1177	0	0	0	0	0	0	1177	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	66	1177	8	3	11	0.0067969414	0.002548853	0.0093457944	1169	0.9932030586
delreporter_original_BFP_PCR_pr870_pr875	BFP	67	1177	8	1	9	0.0067969414	0.0008496177	0.007646559	1169	0.9932030586
delreporter_original_BFP_PCR_pr870_pr875	BFP	68	1177	8	1	9	0.0067969414	0.0008496177	0.007646559	1169	0.9932030586
delreporter_original_BFP_PCR_pr870_pr875	BFP	69	1177	8	1	9	0.0067969414	0.0008496177	0.007646559	1169	0.9932030586
delreporter_original_BFP_PCR_pr870_pr875	BFP	70	1177	8	3	11	0.0067969414	0.002548853	0.0093457944	1169	0.9932030586
delreporter_original_BFP_PCR_pr870_pr875	BFP	71	1177	8	2	10	0.0067969414	0.0016992353	0.0084961767	1169	0.9932030586
delreporter_original_BFP_PCR_pr870_pr875	BFP	72	1177	8	2	10	0.0067969414	0.0016992353	0.0084961767	1169	0.9932030586
delreporter_original_BFP_PCR_pr870_pr875	BFP	73	1177	8	0	8	0.0067969414	0	0.0067969414	1169	0.9932030586
delreporter_original_BFP_PCR_pr870_pr875	BFP	74	1177	8	0	8	0.0067969414	0	0.0067969414	1169	0.9932030586
delreporter_original_BFP_PCR_pr870_pr875	BFP	75	1177	8	0	8	0.0067969414	0	0.0067969414	1169	0.9932030586
delreporter_original_BFP_PCR_pr870_pr875	BFP	76	1177	10	0	10	0.0084961767	0	0.0084961767	1167	0.9915038233
delreporter_original_BFP_PCR_pr870_pr875	BFP	77	1177	10	1	11	0.0084961767	0.0008496177	0.0093457944	1167	0.9915038233
delreporter_original_BFP_PCR_pr870_pr875	BFP	78	1177	51	5	56	0.0433305013	0.0042480884	0.0475785896	1126	0.9566694987
delreporter_original_BFP_PCR_pr870_pr875	BFP	79	1177	11	0	11	0.0093457944	0	0.0093457944	1166	0.9906542056
delreporter_original_BFP_PCR_pr870_pr875	BFP	80	1177	11	0	11	0.0093457944	0	0.0093457944	1166	0.9906542056
delreporter_original_BFP_PCR_pr870_pr875	BFP	81	1177	11	0	11	0.0093457944	0	0.0093457944	1166	0.9906542056
delreporter_original_BFP_PCR_pr870_pr875	BFP	82	1177	12	5	17	0.0101954121	0.0042480884	0.0144435004	1165	0.9898045879
delreporter_original_BFP_PCR_pr870_pr875	BFP	83	1177	18	0	18	0.0152931181	0	0.0152931181	1159	0.9847068819
delreporter_original_BFP_PCR_pr870_pr875	BFP	84	1177	19	0	19	0.0161427358	0	0.0161427358	1158	0.9838572642
delreporter_original_BFP_PCR_pr870_pr875	BFP	85	1177	42	1	43	0.0356839422	0.0008496177	0.0365335599	1135	0.9643160578
delreporter_original_BFP_PCR_pr870_pr875	BFP	86	1177	36	0	36	0.0305862362	0	0.0305862362	1141	0.9694137638
delreporter_original_BFP_PCR_pr870_pr875	BFP	87	1177	57	0	57	0.0484282073	0	0.0484282073	1120	0.9515717927
delreporter_original_BFP_PCR_pr870_pr875	BFP	88	1177	58	2	60	0.049277825	0.0016992353	0.0509770603	1119	0.950722175
delreporter_original_BFP_PCR_pr870_pr875	BFP	89	1177	58	0	58	0.049277825	0	0.049277825	1119	0.950722175
delreporter_original_BFP_PCR_pr870_pr875	BFP	90	1177	60	0	60	0.0509770603	0	0.0509770603	1117	0.9490229397
delreporter_original_BFP_PCR_pr870_pr875	BFP	91	1177	75	1	76	0.0637213254	0.0008496177	0.0645709431	1102	0.9362786746
delreporter_original_BFP_PCR_pr870_pr875	BFP	92	1177	110	0	110	0.0934579439	0	0.0934579439	1067	0.9065420561
delreporter_original_BFP_PCR_pr870_pr875	BFP	93	1177	130	1	131	0.1104502974	0.0008496177	0.111299915	1047	0.8895497026
delreporter_original_BFP_PCR_pr870_pr875	BFP	94	1177	133	0	133	0.1129991504	0	0.1129991504	1044	0.8870008496
delreporter_original_BFP_PCR_pr870_pr875	BFP	95	1177	156	0	156	0.1325403568	0	0.1325403568	1021	0.8674596432
delreporter_original_BFP_PCR_pr870_pr875	BFP	96	1177	178	1	179	0.1512319456	0.0008496177	0.1520815633	999	0.8487680544
delreporter_original_BFP_PCR_pr870_pr875	BFP	97	1177	180	0	180	0.152931181	0	0.152931181	997	0.847068819
delreporter_original_BFP_PCR_pr870_pr875	BFP	98	1177	185	2	187	0.1571792693	0.0016992353	0.1588785047	992	0.8428207307
delreporter_original_BFP_PCR_pr870_pr875	BFP	99	1177	196	1	197	0.1665250637	0.0008496177	0.1673746814	981	0.8334749363
delreporter_original_BFP_PCR_pr870_pr875	BFP	100	1177	204	0	204	0.1733220051	0	0.1733220051	973	0.8266779949
delreporter_original_BFP_PCR_pr870_pr875	BFP	101	1177	360	1	361	0.3058623619	0.0008496177	0.3067119796	817	0.6941376381
delreporter_original_BFP_PCR_pr870_pr875	BFP	102	1177	361	0	361	0.3067119796	0	0.3067119796	816	0.6932880204
delreporter_original_BFP_PCR_pr870_pr875	BFP	103	1177	597	179	776	0.5072217502	0.1520815633	0.6593033135	580	0.4927782498
delreporter_original_BFP_PCR_pr870_pr875	BFP	104	1177	218	50	268	0.1852166525	0.0424808836	0.2276975361	959	0.8147833475
delreporter_original_BFP_PCR_pr870_pr875	BFP	105	1177	352	0	352	0.2990654206	0	0.2990654206	825	0.7009345794
delreporter_original_BFP_PCR_pr870_pr875	BFP	106	1177	275	0	275	0.2336448598	0	0.2336448598	902	0.7663551402
delreporter_original_BFP_PCR_pr870_pr875	BFP	107	1177	249	0	249	0.2115548003	0	0.2115548003	928	0.7884451997
delreporter_original_BFP_PCR_pr870_pr875	BFP	108	1177	221	8	229	0.1877655055	0.0067969414	0.1945624469	956	0.8122344945
delreporter_original_BFP_PCR_pr870_pr875	BFP	109	1177	191	1	192	0.1622769754	0.0008496177	0.163126593	986	0.8377230246
delreporter_original_BFP_PCR_pr870_pr875	BFP	110	1177	176	0	176	0.1495327103	0	0.1495327103	1001	0.8504672897
delreporter_original_BFP_PCR_pr870_pr875	BFP	111	1177	144	0	144	0.1223449448	0	0.1223449448	1033	0.8776550552
delreporter_original_BFP_PCR_pr870_pr875	BFP	112	1177	142	1	143	0.1206457094	0.0008496177	0.1214953271	1035	0.8793542906
delreporter_original_BFP_PCR_pr870_pr875	BFP	113	1177	142	0	142	0.1206457094	0	0.1206457094	1035	0.8793542906
delreporter_original_BFP_PCR_pr870_pr875	BFP	114	1177	127	9	136	0.1079014444	0.007646559	0.1155480034	1050	0.8920985556
delreporter_original_BFP_PCR_pr870_pr875	BFP	115	1177	127	8	135	0.1079014444	0.0067969414	0.1146983857	1050	0.8920985556
delreporter_original_BFP_PCR_pr870_pr875	BFP	116	1177	131	7	138	0.111299915	0.0059473237	0.1172472387	1046	0.888700085
delreporter_original_BFP_PCR_pr870_pr875	BFP	117	1177	134	0	134	0.1138487681	0	0.1138487681	1043	0.8861512319
delreporter_original_BFP_PCR_pr870_pr875	BFP	118	1177	144	0	144	0.1223449448	0	0.1223449448	1033	0.8776550552
delreporter_original_BFP_PCR_pr870_pr875	BFP	119	1177	113	1	114	0.0960067969	0.0008496177	0.0968564146	1064	0.9039932031
delreporter_original_BFP_PCR_pr870_pr875	BFP	120	1177	113	2	115	0.0960067969	0.0016992353	0.0977060323	1064	0.9039932031
delreporter_original_BFP_PCR_pr870_pr875	BFP	121	1177	105	2	107	0.0892098556	0.0016992353	0.0909090909	1072	0.9107901444
delreporter_original_BFP_PCR_pr870_pr875	BFP	122	1177	103	3	106	0.0875106202	0.002548853	0.0900594732	1074	0.9124893798
delreporter_original_BFP_PCR_pr870_pr875	BFP	123	1177	103	1	104	0.0875106202	0.0008496177	0.0883602379	1074	0.9124893798
delreporter_original_BFP_PCR_pr870_pr875	BFP	124	1177	103	0	103	0.0875106202	0	0.0875106202	1074	0.9124893798
delreporter_original_BFP_PCR_pr870_pr875	BFP	125	1177	105	3	108	0.0892098556	0.002548853	0.0917587086	1072	0.9107901444
delreporter_original_BFP_PCR_pr870_pr875	BFP	126	1177	107	8	115	0.0909090909	0.0067969414	0.0977060323	1070	0.9090909091
delreporter_original_BFP_PCR_pr870_pr875	BFP	127	1177	106	2	108	0.0900594732	0.0016992353	0.0917587086	1071	0.9099405268
delreporter_original_BFP_PCR_pr870_pr875	BFP	128	1177	103	1	104	0.0875106202	0.0008496177	0.0883602379	1074	0.9124893798
delreporter_original_BFP_PCR_pr870_pr875	BFP	129	1177	87	4	91	0.0739167375	0.0033984707	0.0773152082	1090	0.9260832625
delreporter_original_BFP_PCR_pr870_pr875	BFP	130	1177	86	4	90	0.0730671198	0.0033984707	0.0764655905	1091	0.9269328802
delreporter_original_BFP_PCR_pr870_pr875	BFP	131	1177	86	0	86	0.0730671198	0	0.0730671198	1091	0.9269328802
delreporter_original_BFP_PCR_pr870_pr875	BFP	132	1177	86	9	95	0.0730671198	0.007646559	0.0807136788	1091	0.9269328802
delreporter_original_BFP_PCR_pr870_pr875	BFP	133	1177	80	3	83	0.0679694138	0.002548853	0.0705182668	1097	0.9320305862
delreporter_original_BFP_PCR_pr870_pr875	BFP	134	1177	78	0	78	0.0662701784	0	0.0662701784	1099	0.9337298216
delreporter_original_BFP_PCR_pr870_pr875	BFP	135	1177	78	1	79	0.0662701784	0.0008496177	0.0671197961	1099	0.9337298216
delreporter_original_BFP_PCR_pr870_pr875	BFP	136	1177	78	2	80	0.0662701784	0.0016992353	0.0679694138	1099	0.9337298216
delreporter_original_BFP_PCR_pr870_pr875	BFP	137	1177	78	4	82	0.0662701784	0.0033984707	0.0696686491	1099	0.9337298216
delreporter_original_BFP_PCR_pr870_pr875	BFP	138	1177	78	0	78	0.0662701784	0	0.0662701784	1099	0.9337298216
delreporter_original_BFP_PCR_pr870_pr875	BFP	139	1177	78	0	78	0.0662701784	0	0.0662701784	1099	0.9337298216
delreporter_original_BFP_PCR_pr870_pr875	BFP	140	1177	78	0	78	0.0662701784	0	0.0662701784	1099	0.9337298216
delreporter_original_BFP_PCR_pr870_pr875	BFP	141	1177	78	0	78	0.0662701784	0	0.0662701784	1099	0.9337298216
delreporter_original_BFP_PCR_pr870_pr875	BFP	142	1177	78	1	79	0.0662701784	0.0008496177	0.0671197961	1099	0.9337298216
delreporter_original_BFP_PCR_pr870_pr875	BFP	143	1177	78	3	81	0.0662701784	0.002548853	0.0688190314	1099	0.9337298216
delreporter_original_BFP_PCR_pr870_pr875	BFP	144	1177	78	1	79	0.0662701784	0.0008496177	0.0671197961	1099	0.9337298216
delreporter_original_BFP_PCR_pr870_pr875	BFP	145	1177	78	0	78	0.0662701784	0	0.0662701784	1099	0.9337298216
delreporter_original_BFP_PCR_pr870_pr875	BFP	146	1177	86	0	86	0.0730671198	0	0.0730671198	1091	0.9269328802
delreporter_original_BFP_PCR_pr870_pr875	BFP	147	1177	77	0	77	0.0654205607	0	0.0654205607	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	148	1177	77	0	77	0.0654205607	0	0.0654205607	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	149	1177	77	0	77	0.0654205607	0	0.0654205607	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	150	1177	77	0	77	0.0654205607	0	0.0654205607	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	151	1177	77	0	77	0.0654205607	0	0.0654205607	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	152	1177	79	0	79	0.0671197961	0	0.0671197961	1098	0.9328802039
delreporter_original_BFP_PCR_pr870_pr875	BFP	153	1177	77	0	77	0.0654205607	0	0.0654205607	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	154	1177	77	1	78	0.0654205607	0.0008496177	0.0662701784	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	155	1177	77	0	77	0.0654205607	0	0.0654205607	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	156	1177	77	0	77	0.0654205607	0	0.0654205607	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	157	1177	77	0	77	0.0654205607	0	0.0654205607	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	158	1177	77	1	78	0.0654205607	0.0008496177	0.0662701784	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	159	1177	78	4	82	0.0662701784	0.0033984707	0.0696686491	1099	0.9337298216
delreporter_original_BFP_PCR_pr870_pr875	BFP	160	1177	77	0	77	0.0654205607	0	0.0654205607	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	161	1177	77	0	77	0.0654205607	0	0.0654205607	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	162	1177	77	0	77	0.0654205607	0	0.0654205607	1100	0.9345794393
delreporter_original_BFP_PCR_pr870_pr875	BFP	163	1177	76	3	79	0.0645709431	0.002548853	0.0671197961	1101	0.9354290569
delreporter_original_BFP_PCR_pr870_pr875	BFP	164	1177	75	0	75	0.0637213254	0	0.0637213254	1102	0.9362786746
delreporter_original_BFP_PCR_pr870_pr875	BFP	165	1177	98	11	109	0.0832625319	0.0093457944	0.0926083263	1079	0.9167374681
delreporter_original_BFP_PCR_pr870_pr875	BFP	166	1177	75	0	75	0.0637213254	0	0.0637213254	1102	0.9362786746
delreporter_original_BFP_PCR_pr870_pr875	BFP	167	1177	75	1	76	0.0637213254	0.0008496177	0.0645709431	1102	0.9362786746
delreporter_original_BFP_PCR_pr870_pr875	BFP	168	1177	76	0	76	0.0645709431	0	0.0645709431	1101	0.9354290569
delreporter_original_BFP_PCR_pr870_pr875	BFP	169	1177	76	0	76	0.0645709431	0	0.0645709431	1101	0.9354290569
delreporter_original_BFP_PCR_pr870_pr875	BFP	170	1177	75	1	76	0.0637213254	0.0008496177	0.0645709431	1102	0.9362786746
delreporter_original_BFP_PCR_pr870_pr875	BFP	171	1177	75	0	75	0.0637213254	0	0.0637213254	1102	0.9362786746
delreporter_original_BFP_PCR_pr870_pr875	BFP	172	1177	75	3	78	0.0637213254	0.002548853	0.0662701784	1102	0.9362786746
delreporter_original_BFP_PCR_pr870_pr875	BFP	173	1177	75	4	79	0.0637213254	0.0033984707	0.0671197961	1102	0.9362786746
delreporter_original_BFP_PCR_pr870_pr875	BFP	174	1177	80	3	83	0.0679694138	0.002548853	0.0705182668	1097	0.9320305862
delreporter_original_BFP_PCR_pr870_pr875	BFP	175	1177	75	0	75	0.0637213254	0	0.0637213254	1102	0.9362786746
delreporter_original_BFP_PCR_pr870_pr875	BFP	176	1177	75	0	75	0.0637213254	0	0.0637213254	1102	0.9362786746
delreporter_original_BFP_PCR_pr870_pr875	BFP	177	1177	75	0	75	0.0637213254	0	0.0637213254	1102	0.9362786746
delreporter_original_BFP_PCR_pr870_pr875	BFP	178	1177	75	3	78	0.0637213254	0.002548853	0.0662701784	1102	0.9362786746
delreporter_original_BFP_PCR_pr870_pr875	BFP	179	1177	75	0	75	0.0637213254	0	0.0637213254	1102	0.9362786746
delreporter_original_BFP_PCR_pr870_pr875	BFP	180	1177	74	0	74	0.0628717077	0	0.0628717077	1103	0.9371282923
delreporter_original_BFP_PCR_pr870_pr875	BFP	181	1177	74	0	74	0.0628717077	0	0.0628717077	1103	0.9371282923
delreporter_original_BFP_PCR_pr870_pr875	BFP	182	1177	74	4	78	0.0628717077	0.0033984707	0.0662701784	1103	0.9371282923
delreporter_original_BFP_PCR_pr870_pr875	BFP	183	1177	74	0	74	0.0628717077	0	0.0628717077	1103	0.9371282923
delreporter_original_BFP_PCR_pr870_pr875	BFP	184	1177	74	0	74	0.0628717077	0	0.0628717077	1103	0.9371282923
delreporter_original_BFP_PCR_pr870_pr875	BFP	185	1177	65	1	66	0.0552251487	0.0008496177	0.0560747664	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	186	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	187	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	188	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	189	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	190	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	191	1177	65	4	69	0.0552251487	0.0033984707	0.0586236194	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	192	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	193	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	194	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	195	1177	65	2	67	0.0552251487	0.0016992353	0.056924384	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	196	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	197	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	198	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	199	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	200	1177	65	4	69	0.0552251487	0.0033984707	0.0586236194	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	201	1177	66	0	66	0.0560747664	0	0.0560747664	1111	0.9439252336
delreporter_original_BFP_PCR_pr870_pr875	BFP	202	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	203	1177	70	6	76	0.059473237	0.005097706	0.0645709431	1107	0.940526763
delreporter_original_BFP_PCR_pr870_pr875	BFP	204	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	205	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	206	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	207	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	208	1177	65	0	65	0.0552251487	0	0.0552251487	1112	0.9447748513
delreporter_original_BFP_PCR_pr870_pr875	BFP	209	1177	62	3	65	0.0526762957	0.002548853	0.0552251487	1115	0.9473237043
delreporter_original_BFP_PCR_pr870_pr875	BFP	210	1177	61	0	61	0.051826678	0	0.051826678	1116	0.948173322
delreporter_original_BFP_PCR_pr870_pr875	BFP	211	1177	61	0	61	0.051826678	0	0.051826678	1116	0.948173322
delreporter_original_BFP_PCR_pr870_pr875	BFP	212	1177	61	1	62	0.051826678	0.0008496177	0.0526762957	1116	0.948173322
delreporter_original_BFP_PCR_pr870_pr875	BFP	213	1177	63	0	63	0.0535259133	0	0.0535259133	1114	0.9464740867
delreporter_original_BFP_PCR_pr870_pr875	BFP	214	1177	61	0	61	0.051826678	0	0.051826678	1116	0.948173322
delreporter_original_BFP_PCR_pr870_pr875	BFP	215	1177	61	1	62	0.051826678	0.0008496177	0.0526762957	1116	0.948173322
delreporter_original_BFP_PCR_pr870_pr875	BFP	216	1177	61	1	62	0.051826678	0.0008496177	0.0526762957	1116	0.948173322
delreporter_original_BFP_PCR_pr870_pr875	BFP	217	1177	61	0	61	0.051826678	0	0.051826678	1116	0.948173322
delreporter_original_BFP_PCR_pr870_pr875	BFP	218	1177	61	0	61	0.051826678	0	0.051826678	1116	0.948173322
delreporter_original_BFP_PCR_pr870_pr875	BFP	219	1177	61	0	61	0.051826678	0	0.051826678	1116	0.948173322
delreporter_original_BFP_PCR_pr870_pr875	BFP	220	1177	61	0	61	0.051826678	0	0.051826678	1116	0.948173322
delreporter_original_BFP_PCR_pr870_pr875	BFP	221	1177	61	1	62	0.051826678	0.0008496177	0.0526762957	1116	0.948173322
