seqname	sample	bp	cov	del	ins	indel	delRatio	insRatio	indelRatio
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	93	681	21	0	21	0.0308370044052863	0	0.0308370044052863
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	94	681	20	0	20	0.0293685756240822	0	0.0293685756240822
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	95	681	20	0	20	0.0293685756240822	0	0.0293685756240822
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	96	681	21	0	21	0.0308370044052863	0	0.0308370044052863
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	97	681	20	0	20	0.0293685756240822	0	0.0293685756240822
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	98	681	20	0	20	0.0293685756240822	0	0.0293685756240822
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	99	681	20	0	20	0.0293685756240822	0	0.0293685756240822
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	100	681	21	0	21	0.0308370044052863	0	0.0308370044052863
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	101	681	15	0	15	0.0220264317180617	0	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	102	681	43	2	45	0.0631424375917768	0.00293685756240822	0.066079295154185
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	103	681	44	99	143	0.0646108663729809	0.145374449339207	0.209985315712188
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	104	681	104	154	258	0.152716593245228	0.226138032305433	0.378854625550661
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	105	681	106	0	106	0.155653450807636	0	0.155653450807636
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	106	681	91	2	93	0.133627019089574	0.00293685756240822	0.136563876651982
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	107	681	88	0	88	0.129221732745962	0	0.129221732745962
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	108	681	90	0	90	0.13215859030837	0	0.13215859030837
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	109	681	87	0	87	0.127753303964758	0	0.127753303964758
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	110	681	87	0	87	0.127753303964758	0	0.127753303964758
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	111	681	87	1	88	0.127753303964758	0.00146842878120411	0.129221732745962
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	112	681	89	0	89	0.130690161527166	0	0.130690161527166
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	113	681	88	0	88	0.129221732745962	0	0.129221732745962
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	114	681	57	0	57	0.0837004405286344	0	0.0837004405286344
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	115	681	62	0	62	0.0910425844346549	0	0.0910425844346549
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	116	681	60	0	60	0.0881057268722467	0	0.0881057268722467
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	117	681	53	0	53	0.0778267254038179	0	0.0778267254038179
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	118	681	35	0	35	0.0513950073421439	0	0.0513950073421439
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	119	681	35	0	35	0.0513950073421439	0	0.0513950073421439
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	120	681	29	1	30	0.0425844346549192	0.00146842878120411	0.0440528634361234
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	121	681	29	1	30	0.0425844346549192	0.00146842878120411	0.0440528634361234
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	122	681	29	0	29	0.0425844346549192	0	0.0425844346549192
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	123	681	29	1	30	0.0425844346549192	0.00146842878120411	0.0440528634361234
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	124	681	29	1	30	0.0425844346549192	0.00146842878120411	0.0440528634361234
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	125	681	29	0	29	0.0425844346549192	0	0.0425844346549192
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	126	681	29	0	29	0.0425844346549192	0	0.0425844346549192
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	127	681	29	1	30	0.0425844346549192	0.00146842878120411	0.0440528634361234
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	128	681	29	1	30	0.0425844346549192	0.00146842878120411	0.0440528634361234
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	129	681	29	0	29	0.0425844346549192	0	0.0425844346549192
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	130	681	33	4	37	0.0484581497797357	0.00587371512481645	0.0543318649045521
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	131	681	29	0	29	0.0425844346549192	0	0.0425844346549192
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	132	681	28	0	28	0.0411160058737151	0	0.0411160058737151
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	133	681	28	0	28	0.0411160058737151	0	0.0411160058737151
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	134	681	28	0	28	0.0411160058737151	0	0.0411160058737151
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	135	681	28	1	29	0.0411160058737151	0.00146842878120411	0.0425844346549192
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	136	681	28	8	36	0.0411160058737151	0.0117474302496329	0.052863436123348
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	137	681	28	0	28	0.0411160058737151	0	0.0411160058737151
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	138	681	28	0	28	0.0411160058737151	0	0.0411160058737151
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	139	681	28	2	30	0.0411160058737151	0.00293685756240822	0.0440528634361234
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	140	681	29	6	35	0.0425844346549192	0.00881057268722467	0.0513950073421439
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	141	681	29	0	29	0.0425844346549192	0	0.0425844346549192
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	142	681	29	0	29	0.0425844346549192	0	0.0425844346549192
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	143	681	29	1	30	0.0425844346549192	0.00146842878120411	0.0440528634361234
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	144	681	16	0	16	0.0234948604992658	0	0.0234948604992658
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	145	681	16	0	16	0.0234948604992658	0	0.0234948604992658
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	146	681	16	0	16	0.0234948604992658	0	0.0234948604992658
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	147	681	22	0	22	0.0323054331864905	0	0.0323054331864905
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	148	681	22	0	22	0.0323054331864905	0	0.0323054331864905
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	149	681	22	0	22	0.0323054331864905	0	0.0323054331864905
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	150	681	22	0	22	0.0323054331864905	0	0.0323054331864905
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	151	681	22	0	22	0.0323054331864905	0	0.0323054331864905
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	152	681	22	0	22	0.0323054331864905	0	0.0323054331864905
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	153	681	22	2	24	0.0323054331864905	0.00293685756240822	0.0352422907488987
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	154	681	22	0	22	0.0323054331864905	0	0.0323054331864905
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	155	681	22	0	22	0.0323054331864905	0	0.0323054331864905
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	156	681	22	0	22	0.0323054331864905	0	0.0323054331864905
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	157	681	22	1	23	0.0323054331864905	0.00146842878120411	0.0337738619676946
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	158	681	24	0	24	0.0352422907488987	0	0.0352422907488987
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	159	681	22	0	22	0.0323054331864905	0	0.0323054331864905
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	160	681	22	2	24	0.0323054331864905	0.00293685756240822	0.0352422907488987
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	161	681	21	0	21	0.0308370044052863	0	0.0308370044052863
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	162	681	21	0	21	0.0308370044052863	0	0.0308370044052863
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	163	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	164	681	14	3	17	0.0205580029368576	0.00440528634361234	0.0249632892804699
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	165	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	166	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	167	681	14	1	15	0.0205580029368576	0.00146842878120411	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	168	681	14	5	19	0.0205580029368576	0.00734214390602056	0.0279001468428781
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	169	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	170	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	171	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	172	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	173	681	16	4	20	0.0234948604992658	0.00587371512481645	0.0293685756240822
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	174	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	175	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	176	681	15	0	15	0.0220264317180617	0	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	177	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	178	681	15	0	15	0.0220264317180617	0	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	179	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	180	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	181	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	182	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	183	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	184	681	14	1	15	0.0205580029368576	0.00146842878120411	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	185	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	186	681	14	1	15	0.0205580029368576	0.00146842878120411	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	187	681	14	1	15	0.0205580029368576	0.00146842878120411	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	188	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	189	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	190	681	22	1	23	0.0323054331864905	0.00146842878120411	0.0337738619676946
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	191	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	192	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	193	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	194	681	14	1	15	0.0205580029368576	0.00146842878120411	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	195	681	15	0	15	0.0220264317180617	0	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	196	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	197	681	14	1	15	0.0205580029368576	0.00146842878120411	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	198	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	199	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	200	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	201	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	202	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	203	681	15	0	15	0.0220264317180617	0	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	204	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	205	681	15	1	16	0.0220264317180617	0.00146842878120411	0.0234948604992658
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	206	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	207	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	208	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	209	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	210	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	211	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	212	681	14	2	16	0.0205580029368576	0.00293685756240822	0.0234948604992658
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	213	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	214	681	14	1	15	0.0205580029368576	0.00146842878120411	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	215	681	14	1	15	0.0205580029368576	0.00146842878120411	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	216	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	217	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	218	681	15	0	15	0.0220264317180617	0	0.0220264317180617
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	219	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	220	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	221	681	14	0	14	0.0205580029368576	0	0.0205580029368576
delreporter_mcherry_full_replace_PCR_pr870_pr875	mCherry	222	681	14	0	14	0.0205580029368576	0	0.0205580029368576
